record.timestamp[s],record.distance[m],record.accumulated_power[watts],record.speed[m/s],record.power[watts],record.heart_rate[bpm],record.cadence[rpm],record.resistance,record.temperature[C],record.left_right_balance,record.left_torque_effectiveness[percent],record.right_torque_effectiveness[percent],record.left_pedal_smoothness[percent],record.right_pedal_smoothness[percent],record.fractional_cadence[rpm],record.left_pco[mm],record.right_pco[mm],record.left_power_phase[degrees],record.left_power_phase_peak[degrees],record.right_power_phase[degrees],record.right_power_phase_peak[degrees],record.enhanced_speed[m/s],record.enhanced_respiration_rate[Breaths/min],
"1070729966","19816.66","362324","8.136","143","105","88","0","19","182","73.0","67.0","24.0","18.0","0.0","0","0","337.5000052734376|189.84375296630864","60.46875094482424|119.5312518676758","341.71875533935554|191.2500029882813","64.68750101074221|122.34375191162113","8.136","22.27",
"1070729967","19824.7","362452","8.034","128","105","88","0","19","183","63.0","67.0","19.5","18.0","0.0","0","0","337.5000052734376|189.84375296630864","60.46875094482424|119.5312518676758","341.71875533935554|191.2500029882813","64.68750101074221|122.34375191162113","8.034","22.27",
"1070729968","19832.68","362598","7.978","146","105","88","0","19","183","63.0","67.0","19.5","18.0","0.0","0","0","337.5000052734376|189.84375296630864","60.46875094482424|119.5312518676758","338.90625529541023|194.0625030322266","66.09375103271486|122.34375191162113","7.978","22.27",
"1070729969","19840.67","362748","7.996","150","107","88","0","19","178","76.5","71.0","24.0","18.0","0.0","0","0","337.5000052734376|192.65625301025395","59.06250092285158|119.5312518676758","337.5000052734376|194.0625030322266","67.50000105468752|123.75000193359378","7.996","22.27",
"1070729970","19848.82","362948","8.146","200","108","90","0","19","181","73.0","71.0","22.5","18.0","0.0","0","0","340.3125053173829|196.87500307617194","66.09375103271486|125.15625195556643","333.2812552075196|198.2812530981446","64.68750101074221|122.34375191162113","8.146","22.72",
"1070729971","19857.1","363092","8.248","144","111","91","0","19","190","55.5","71.0","17.5","18.0","0.0","0","0","343.1250053613282|194.0625030322266","63.28125098876955|123.75000193359378","336.0937552514649|195.46875305419925","61.87500096679689|120.93750188964847","8.248","22.72",
"1070729972","19865.26","363229","8.174","137","112","89","0","19","183","61.5","71.5","19.0","19.0","0.0","0","0","344.53125538330085|192.65625301025395","61.87500096679689|122.34375191162113","341.71875533935554|191.2500029882813","60.46875094482424|119.5312518676758","8.174","22.72",
"1070729973","19873.31","363377","8.062","148","112","88","0","19","183","63.0","67.0","20.0","19.5","0.0","0","0","344.53125538330085|192.65625301025395","61.87500096679689|122.34375191162113","340.3125053173829|192.65625301025395","61.87500096679689|122.34375191162113","8.062","22.72",
"1070729974","19881.31","363520","8.006","143","112","88","0","19","179","67.5","74.0","18.5","23.5","0.0","0","0","344.53125538330085|192.65625301025395","71.71875112060549|132.18750206542973","340.3125053173829|192.65625301025395","61.87500096679689|122.34375191162113","8.006","22.72",
"1070729975","19889.3","363666","7.987","146","111","88","0","19","179","66.0","72.0","20.5","22.5","0.0","0","0","343.1250053613282|192.65625301025395","73.12500114257814|133.59375208740238","340.3125053173829|192.65625301025395","61.87500096679689|122.34375191162113","7.987","22.23",
"1070729976","19897.28","363807","7.987","141","111","88","0","19","182","66.0","72.0","20.5","22.5","0.0","0","0","343.1250053613282|195.46875305419925","73.12500114257814|132.18750206542973","340.3125053173829|192.65625301025395","61.87500096679689|122.34375191162113","7.987","22.23",
"1070729977","19905.26","363952","7.978","145","110","88","0","19","182","66.0","72.5","20.5","23.0","0.0","0","0","343.1250053613282|195.46875305419925","71.71875112060549|129.37500202148442","336.0937552514649|198.2812530981446","67.50000105468752|126.5625019775391","7.978","22.23",
"1070729978","19913.24","364091","7.978","139","109","87","0","19","182","67.0","77.0","20.0","24.5","0.0","0","0","343.1250053613282|195.46875305419925","71.71875112060549|129.37500202148442","334.6875052294923|199.68750312011724","67.50000105468752|126.5625019775391","7.978","22.23",
"1070729979","19921.2","364229","7.959","138","108","87","0","19","179","67.0","77.0","20.0","24.5","0.0","0","0","340.3125053173829|194.0625030322266","70.31250109863284|129.37500202148442","334.6875052294923|198.2812530981446","66.09375103271486|123.75000193359378","7.959","22.23",
"1070729980","19929.15","364378","7.95","149","107","87","0","19","182","70.0","71.0","20.0","22.5","0.0","0","0","340.3125053173829|195.46875305419925","70.31250109863284|129.37500202148442","337.5000052734376|199.68750312011724","66.09375103271486|123.75000193359378","7.95","21.91",
"1070729981","19937.11","364527","7.959","149","107","87","0","19","179","71.0","71.0","21.5","23.0","0.0","0","0","340.3125053173829|196.87500307617194","68.90625107666017|127.96875199951175","337.5000052734376|199.68750312011724","66.09375103271486|123.75000193359378","7.959","21.91",
"1070729982","19945.13","364690","8.024","163","107","88","0","19","179","71.0","71.0","22.0","23.0","0.0","0","0","341.71875533935554|198.2812530981446","67.50000105468752|126.5625019775391","337.5000052734376|199.68750312011724","66.09375103271486|123.75000193359378","8.024","21.91",
"1070729983","19953.24","364852","8.108","162","107","89","0","19","183","71.0","71.0","22.0","23.0","0.0","0","0","341.71875533935554|198.2812530981446","67.50000105468752|126.5625019775391","337.5000052734376|201.0937531420899","67.50000105468752|125.15625195556643","8.108","21.91",
"1070729984","19961.38","365007","8.146","155","107","89","0","19","180","69.5","75.0","22.0","23.5","0.0","0","0","341.71875533935554|198.2812530981446","70.31250109863284|132.18750206542973","337.5000052734376|201.0937531420899","67.50000105468752|125.15625195556643","8.146","21.91",
"1070729985","19969.53","365155","8.136","148","107","89","0","19","181","67.0","72.5","21.0","23.5","0.0","0","0","341.71875533935554|198.2812530981446","70.31250109863284|132.18750206542973","337.5000052734376|201.0937531420899","67.50000105468752|125.15625195556643","8.136","20.9",
"1070729986","19977.62","365307","8.099","152","108","89","0","19","186","65.0","72.5","22.5","23.5","0.0","0","0","343.1250053613282|196.87500307617194","67.50000105468752|132.18750206542973","338.90625529541023|199.68750312011724","63.28125098876955|123.75000193359378","8.099","20.9",
"1070729987","19985.72","365461","8.099","154","108","89","0","19","186","63.5","77.0","21.0","25.0","0.0","0","0","343.1250053613282|196.87500307617194","67.50000105468752|130.78125204345707","338.90625529541023|198.2812530981446","63.28125098876955|123.75000193359378","8.099","20.9",
"1070729988","19993.84","365620","8.118","159","108","89","0","19","186","69.0","75.5","21.5","22.0","0.0","0","0","343.1250053613282|196.87500307617194","67.50000105468752|130.78125204345707","338.90625529541023|198.2812530981446","63.28125098876955|122.34375191162113","8.118","20.9",
"1070729989","20001.96","365775","8.127","155","108","89","0","19","186","68.0","73.0","23.0","23.5","0.0","0","0","343.1250053613282|195.46875305419925","70.31250109863284|129.37500202148442","338.90625529541023|198.2812530981446","63.28125098876955|122.34375191162113","8.127","20.9",
"1070729990","20010.12","365936","8.155","161","108","90","0","19","185","68.0","73.0","23.0","23.5","0.0","0","0","344.53125538330085|196.87500307617194","73.12500114257814|132.18750206542973","338.90625529541023|198.2812530981446","64.68750101074221|123.75000193359378","8.155","21.02",
"1070729991","20018.29","366090","8.174","154","108","90","0","19","184","67.5","73.0","22.0","23.5","0.0","0","0","344.53125538330085|196.87500307617194","73.12500114257814|132.18750206542973","340.3125053173829|198.2812530981446","64.68750101074221|123.75000193359378","8.174","21.02",
"1070729992","20026.45","366246","8.155","156","109","89","0","19","184","65.5","73.5","20.5","22.5","0.0","0","0","345.9375054052735|196.87500307617194","73.12500114257814|133.59375208740238","343.1250053613282|196.87500307617194","64.68750101074221|123.75000193359378","8.155","21.02",
"1070729993","20034.59","366388","8.146","142","109","89","0","19","184","69.5","73.5","21.0","23.5","0.0","0","0","345.9375054052735|195.46875305419925","73.12500114257814|132.18750206542973","343.1250053613282|196.87500307617194","63.28125098876955|123.75000193359378","8.146","21.02",
"1070729994","20042.69","366525","8.062","137","109","89","0","19","179","75.5","68.5","24.0","21.0","0.0","0","0","344.53125538330085|195.46875305419925","75.93750118652346|135.00000210937503","341.71875533935554|198.2812530981446","63.28125098876955|122.34375191162113","8.062","21.02",
"1070729995","20050.68","366678","8.024","153","110","88","0","19","182","72.0","71.5","20.0","21.0","0.0","0","0","344.53125538330085|196.87500307617194","81.56250127441409|142.03125221923833","338.90625529541023|201.0937531420899","63.28125098876955|122.34375191162113","8.024","21.1",
"1070729996","20058.76","366841","8.08","163","111","89","0","19","185","64.0","75.5","18.5","24.5","0.0","0","0","344.53125538330085|189.84375296630864","78.75000123046877|137.81250215332034","340.3125053173829|196.87500307617194","63.28125098876955|120.93750188964847","8.08","21.1",
"1070729997","20066.89","366980","8.127","139","112","89","0","19","185","64.0","75.5","18.5","24.5","0.0","0","0","344.53125538330085|189.84375296630864","78.75000123046877|137.81250215332034","340.3125053173829|196.87500307617194","63.28125098876955|120.93750188964847","8.127","21.1",
"1070729998","20074.97","367123","8.071","143","112","88","0","19","188","64.0","67.5","21.0","20.5","0.0","0","0","343.1250053613282|191.2500029882813","74.5312511645508|133.59375208740238","340.3125053173829|196.87500307617194","63.28125098876955|120.93750188964847","8.071","21.1",
"1070729999","20083.0","367295","8.043","172","111","88","0","19","185","72.5","75.5","23.0","23.0","0.0","0","0","343.1250053613282|192.65625301025395","74.5312511645508|133.59375208740238","341.71875533935554|199.68750312011724","63.28125098876955|120.93750188964847","8.043","21.1",
"1070730000","20091.03","367427","8.034","132","110","88","0","19","180","66.0","77.0","21.5","24.0","0.0","0","0","344.53125538330085|194.0625030322266","73.12500114257814|130.78125204345707","343.1250053613282|199.68750312011724","64.68750101074221|123.75000193359378","8.034","21.15",
"1070730001","20099.01","367575","7.978","148","110","88","0","19","182","69.5","77.0","23.5","24.0","0.0","0","0","344.53125538330085|194.0625030322266","70.31250109863284|127.96875199951175","344.53125538330085|196.87500307617194","66.09375103271486|123.75000193359378","7.978","21.15",
"1070730002","20107.0","367720","7.987","145","108","87","0","18","179","69.0","77.0","22.0","24.0","0.0","0","0","344.53125538330085|194.0625030322266","68.90625107666017|127.96875199951175","344.53125538330085|195.46875305419925","67.50000105468752|126.5625019775391","7.987","21.15",
"1070730003","20115.02","367872","8.024","152","107","88","0","19","182","71.5","69.5","23.0","20.0","0.0","0","0","344.53125538330085|194.0625030322266","70.31250109863284|129.37500202148442","344.53125538330085|195.46875305419925","67.50000105468752|126.5625019775391","8.024","21.15",
"1070730004","20123.07","368018","8.043","146","107","88","0","18","183","70.5","70.5","23.0","21.0","0.0","0","0","345.9375054052735|195.46875305419925","74.5312511645508|132.18750206542973","344.53125538330085|195.46875305419925","67.50000105468752|126.5625019775391","8.043","21.15",
"1070730005","20131.1","368165","8.034","147","106","88","0","19","183","70.5","70.5","22.5","21.0","0.0","0","0","345.9375054052735|195.46875305419925","74.5312511645508|132.18750206542973","344.53125538330085|195.46875305419925","67.50000105468752|126.5625019775391","8.034","20.79",
"1070730006","20139.13","368312","8.034","147","106","88","0","19","181","70.5","70.5","22.5","21.0","0.0","0","0","345.9375054052735|196.87500307617194","75.93750118652346|133.59375208740238","341.71875533935554|201.0937531420899","66.09375103271486|125.15625195556643","8.034","20.79",
"1070730007","20147.16","368461","8.034","149","107","88","0","19","184","68.0","72.5","22.0","20.5","0.0","0","0","345.9375054052735|195.46875305419925","74.5312511645508|133.59375208740238","341.71875533935554|202.50000316406255","67.50000105468752|125.15625195556643","8.034","20.79",
"1070730008","20155.19","368609","8.024","148","107","88","0","19","183","68.5","72.5","21.5","20.5","0.0","0","0","344.53125538330085|195.46875305419925","70.31250109863284|129.37500202148442","341.71875533935554|201.0937531420899","66.09375103271486|123.75000193359378","8.024","20.79",
"1070730009","20163.21","368757","8.024","148","108","88","0","19","184","67.5","67.0","19.5","18.0","0.0","0","0","344.53125538330085|195.46875305419925","70.31250109863284|129.37500202148442","341.71875533935554|198.2812530981446","66.09375103271486|123.75000193359378","8.024","20.79",
"1070730010","20171.24","368902","8.034","145","109","88","0","19","182","68.5","67.0","20.5","18.0","0.0","0","0","343.1250053613282|195.46875305419925","73.12500114257814|135.00000210937503","341.71875533935554|198.2812530981446","66.09375103271486|123.75000193359378","8.034","20.55",
"1070730011","20179.3","369050","8.052","148","109","88","0","19","180","68.5","67.0","20.5","18.0","0.0","0","0","343.1250053613282|195.46875305419925","73.12500114257814|135.00000210937503","343.1250053613282|198.2812530981446","66.09375103271486|123.75000193359378","8.052","20.55",
"1070730012","20187.39","369207","8.09","157","110","89","0","19","180","68.5","67.0","20.5","18.0","0.0","0","0","344.53125538330085|196.87500307617194","70.31250109863284|129.37500202148442","343.1250053613282|198.2812530981446","66.09375103271486|123.75000193359378","8.09","20.55",
"1070730013","20195.53","369358","8.118","151","110","89","0","19","185","61.5","69.0","18.5","19.5","0.0","0","0","347.3437554272462|194.0625030322266","68.90625107666017|127.96875199951175","341.71875533935554|196.87500307617194","66.09375103271486|123.75000193359378","8.118","20.55",
"1070730014","20203.6","369496","8.09","138","109","89","0","19","188","59.5","67.0","17.5","18.0","0.0","0","0","347.3437554272462|192.65625301025395","68.90625107666017|127.96875199951175","343.1250053613282|195.46875305419925","66.09375103271486|125.15625195556643","8.09","20.55",
